action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,iaction,group_id,ranking
swerve_left,False,True,False,False,False,False,False,change_to_right,514,2
swerve_left,False,True,False,False,False,False,False,cruise,514,2
swerve_left,False,True,False,False,False,False,False,swerve_left,514,3
swerve_left,False,False,True,False,False,False,False,keep,515,1
swerve_left,False,False,True,False,False,False,False,swerve_right,515,2
swerve_left,False,False,True,False,False,False,False,change_to_left,515,3
swerve_left,False,False,True,False,False,False,False,change_to_right,515,3
swerve_left,False,False,True,False,False,False,False,cruise,515,3
swerve_left,False,False,True,False,False,False,False,swerve_left,515,4
swerve_left,False,True,True,False,False,False,False,change_to_right,516,1
swerve_left,False,True,True,False,False,False,False,keep,516,2
swerve_left,False,True,True,False,False,False,False,swerve_right,516,2
swerve_left,False,True,True,False,False,False,False,change_to_left,516,3
swerve_left,False,True,True,False,False,False,False,cruise,516,3
swerve_left,False,True,True,False,False,False,False,swerve_left,516,4
swerve_left,False,False,False,True,False,False,False,cruise,517,1
swerve_left,False,False,False,True,False,False,False,keep,517,1
swerve_left,False,False,False,True,False,False,False,swerve_right,517,1
swerve_left,False,False,False,True,False,False,False,change_to_left,517,2
swerve_left,False,False,False,True,False,False,False,change_to_right,517,2
swerve_left,False,False,False,True,False,False,False,swerve_left,517,3
swerve_left,False,True,False,True,False,False,False,cruise,518,1
swerve_left,False,True,False,True,False,False,False,keep,518,2
swerve_left,False,True,False,True,False,False,False,swerve_right,518,2
swerve_left,False,True,False,True,False,False,False,change_to_left,518,3
swerve_left,False,True,False,True,False,False,False,change_to_right,518,3
swerve_left,False,True,False,True,False,False,False,swerve_left,518,4
swerve_left,False,False,True,True,False,False,False,cruise,519,1
swerve_left,False,False,True,True,False,False,False,keep,519,2
swerve_left,False,False,True,True,False,False,False,swerve_right,519,2
swerve_left,False,False,True,True,False,False,False,change_to_left,519,3
swerve_left,False,False,True,True,False,False,False,change_to_right,519,3
swerve_left,False,False,True,True,False,False,False,swerve_left,519,4
swerve_left,False,True,True,True,False,False,False,change_to_right,520,1
swerve_left,False,True,True,True,False,False,False,cruise,520,1
swerve_left,False,True,True,True,False,False,False,keep,520,2
swerve_left,False,True,True,True,False,False,False,swerve_right,520,2
swerve_left,False,True,True,True,False,False,False,change_to_left,520,3
swerve_left,False,True,True,True,False,False,False,swerve_left,520,4
swerve_left,False,False,False,False,True,False,False,keep,521,1
swerve_left,False,False,False,False,True,False,False,swerve_right,521,1
swerve_left,False,False,False,False,True,False,False,change_to_left,521,2
swerve_left,False,False,False,False,True,False,False,change_to_right,521,2
swerve_left,False,False,False,False,True,False,False,cruise,521,2
swerve_left,False,False,False,False,True,False,False,swerve_left,521,3
swerve_left,False,True,False,False,True,False,False,keep,522,1
swerve_left,False,True,False,False,True,False,False,swerve_right,522,1
swerve_left,False,True,False,False,True,False,False,change_to_left,522,2
swerve_left,False,True,False,False,True,False,False,change_to_right,522,2
swerve_left,False,True,False,False,True,False,False,cruise,522,2
swerve_left,False,True,False,False,True,False,False,swerve_left,522,3
swerve_left,False,False,True,False,True,False,False,keep,523,1
swerve_left,False,False,True,False,True,False,False,swerve_right,523,2
swerve_left,False,False,True,False,True,False,False,change_to_left,523,3
swerve_left,False,False,True,False,True,False,False,change_to_right,523,3
swerve_left,False,False,True,False,True,False,False,cruise,523,3
swerve_left,False,False,True,False,True,False,False,swerve_left,523,4
swerve_left,False,True,True,False,True,False,False,change_to_right,524,1
swerve_left,False,True,True,False,True,False,False,keep,524,1
swerve_left,False,True,True,False,True,False,False,swerve_right,524,2
swerve_left,False,True,True,False,True,False,False,change_to_left,524,3
swerve_left,False,True,True,False,True,False,False,cruise,524,3
swerve_left,False,True,True,False,True,False,False,swerve_left,524,4
swerve_left,False,False,False,True,True,False,False,cruise,525,1
swerve_left,False,False,False,True,True,False,False,keep,525,1
swerve_left,False,False,False,True,True,False,False,swerve_right,525,1
swerve_left,False,False,False,True,True,False,False,change_to_left,525,2
swerve_left,False,False,False,True,True,False,False,change_to_right,525,2
swerve_left,False,False,False,True,True,False,False,swerve_left,525,3
swerve_left,False,True,False,True,True,False,False,cruise,526,1
swerve_left,False,True,False,True,True,False,False,keep,526,2
swerve_left,False,True,False,True,True,False,False,swerve_right,526,2
swerve_left,False,True,False,True,True,False,False,change_to_left,526,3
swerve_left,False,True,False,True,True,False,False,change_to_right,526,3
swerve_left,False,True,False,True,True,False,False,swerve_left,526,4
swerve_left,False,False,True,True,True,False,False,cruise,527,1
swerve_left,False,False,True,True,True,False,False,keep,527,2
swerve_left,False,False,True,True,True,False,False,swerve_right,527,2
swerve_left,False,False,True,True,True,False,False,change_to_left,527,3
swerve_left,False,False,True,True,True,False,False,change_to_right,527,3
swerve_left,False,False,True,True,True,False,False,swerve_left,527,4
swerve_left,False,True,True,True,True,False,False,change_to_right,528,1
swerve_left,False,True,True,True,True,False,False,cruise,528,1
swerve_left,False,True,True,True,True,False,False,keep,528,2
swerve_left,False,True,True,True,True,False,False,swerve_right,528,2
swerve_left,False,True,True,True,True,False,False,change_to_left,528,3
swerve_left,False,True,True,True,True,False,False,swerve_left,528,4
swerve_left,False,False,False,False,False,True,False,keep,529,1
swerve_left,False,False,False,False,False,True,False,swerve_right,529,1
swerve_left,False,False,False,False,False,True,False,change_to_left,529,2
swerve_left,False,False,False,False,False,True,False,change_to_right,529,2
swerve_left,False,False,False,False,False,True,False,cruise,529,2
swerve_left,False,False,False,False,False,True,False,swerve_left,529,3
swerve_left,False,True,False,False,False,True,False,keep,530,1
swerve_left,False,True,False,False,False,True,False,swerve_right,530,1
swerve_left,False,True,False,False,False,True,False,change_to_left,530,2
swerve_left,False,True,False,False,False,True,False,change_to_right,530,2
swerve_left,False,True,False,False,False,True,False,cruise,530,2
swerve_left,False,True,False,False,False,True,False,swerve_left,530,3
swerve_left,False,False,True,False,False,True,False,keep,531,1
swerve_left,False,False,True,False,False,True,False,swerve_right,531,2
swerve_left,False,False,True,False,False,True,False,change_to_left,531,3
swerve_left,False,False,True,False,False,True,False,change_to_right,531,3
swerve_left,False,False,True,False,False,True,False,cruise,531,3
swerve_left,False,False,True,False,False,True,False,swerve_left,531,4
swerve_left,False,True,True,False,False,True,False,change_to_right,532,1
swerve_left,False,True,True,False,False,True,False,keep,532,1
swerve_left,False,True,True,False,False,True,False,swerve_right,532,2
swerve_left,False,True,True,False,False,True,False,change_to_left,532,3
swerve_left,False,True,True,False,False,True,False,cruise,532,3
swerve_left,False,True,True,False,False,True,False,swerve_left,532,4
swerve_left,False,False,False,True,False,True,False,cruise,533,1
swerve_left,False,False,False,True,False,True,False,keep,533,1
swerve_left,False,False,False,True,False,True,False,swerve_right,533,1
swerve_left,False,False,False,True,False,True,False,change_to_left,533,2
swerve_left,False,False,False,True,False,True,False,change_to_right,533,2
swerve_left,False,False,False,True,False,True,False,swerve_left,533,3
swerve_left,False,True,False,True,False,True,False,cruise,534,1
swerve_left,False,True,False,True,False,True,False,keep,534,2
swerve_left,False,True,False,True,False,True,False,swerve_right,534,2
swerve_left,False,True,False,True,False,True,False,change_to_left,534,3
swerve_left,False,True,False,True,False,True,False,change_to_right,534,3
swerve_left,False,True,False,True,False,True,False,swerve_left,534,4
swerve_left,False,False,True,True,False,True,False,cruise,535,1
swerve_left,False,False,True,True,False,True,False,keep,535,1
swerve_left,False,False,True,True,False,True,False,swerve_right,535,1
swerve_left,False,False,True,True,False,True,False,change_to_left,535,2
swerve_left,False,False,True,True,False,True,False,change_to_right,535,2
swerve_left,False,False,True,True,False,True,False,swerve_left,535,3
swerve_left,False,True,True,True,False,True,False,change_to_right,536,1
swerve_left,False,True,True,True,False,True,False,cruise,536,1
swerve_left,False,True,True,True,False,True,False,keep,536,2
swerve_left,False,True,True,True,False,True,False,swerve_right,536,2
swerve_left,False,True,True,True,False,True,False,change_to_left,536,3
swerve_left,False,True,True,True,False,True,False,swerve_left,536,4
swerve_left,False,False,False,False,True,True,False,keep,537,1
swerve_left,False,False,False,False,True,True,False,swerve_right,537,1
swerve_left,False,False,False,False,True,True,False,change_to_left,537,2
swerve_left,False,False,False,False,True,True,False,change_to_right,537,2
swerve_left,False,False,False,False,True,True,False,cruise,537,2
swerve_left,False,False,False,False,True,True,False,swerve_left,537,3
swerve_left,False,True,False,False,True,True,False,keep,538,1
swerve_left,False,True,False,False,True,True,False,swerve_right,538,1
swerve_left,False,True,False,False,True,True,False,change_to_left,538,2
swerve_left,False,True,False,False,True,True,False,change_to_right,538,2
swerve_left,False,True,False,False,True,True,False,cruise,538,2
swerve_left,False,True,False,False,True,True,False,swerve_left,538,3
swerve_left,False,False,True,False,True,True,False,keep,539,1
swerve_left,False,False,True,False,True,True,False,swerve_right,539,1
swerve_left,False,False,True,False,True,True,False,change_to_left,539,2
swerve_left,False,False,True,False,True,True,False,change_to_right,539,2
swerve_left,False,False,True,False,True,True,False,cruise,539,2
swerve_left,False,False,True,False,True,True,False,swerve_left,539,3
swerve_left,False,True,True,False,True,True,False,change_to_right,540,1
swerve_left,False,True,True,False,True,True,False,keep,540,1
swerve_left,False,True,True,False,True,True,False,swerve_right,540,2
swerve_left,False,True,True,False,True,True,False,change_to_left,540,3
swerve_left,False,True,True,False,True,True,False,cruise,540,3
swerve_left,False,True,True,False,True,True,False,swerve_left,540,4
swerve_left,False,False,False,True,True,True,False,cruise,541,1
swerve_left,False,False,False,True,True,True,False,keep,541,1
swerve_left,False,False,False,True,True,True,False,swerve_right,541,1
swerve_left,False,False,False,True,True,True,False,change_to_left,541,2
swerve_left,False,False,False,True,True,True,False,change_to_right,541,2
swerve_left,False,False,False,True,True,True,False,swerve_left,541,3
swerve_left,False,True,False,True,True,True,False,cruise,542,1
swerve_left,False,True,False,True,True,True,False,keep,542,2
swerve_left,False,True,False,True,True,True,False,swerve_right,542,2
swerve_left,False,True,False,True,True,True,False,change_to_left,542,3
swerve_left,False,True,False,True,True,True,False,change_to_right,542,3
swerve_left,False,True,False,True,True,True,False,swerve_left,542,4
swerve_left,False,False,True,True,True,True,False,cruise,543,1
swerve_left,False,False,True,True,True,True,False,keep,543,2
swerve_left,False,False,True,True,True,True,False,swerve_right,543,2
swerve_left,False,False,True,True,True,True,False,change_to_left,543,3
swerve_left,False,False,True,True,True,True,False,change_to_right,543,3
swerve_left,False,False,True,True,True,True,False,swerve_left,543,4
swerve_left,False,True,True,True,True,True,False,change_to_right,544,1
swerve_left,False,True,True,True,True,True,False,cruise,544,1
swerve_left,False,True,True,True,True,True,False,keep,544,2
swerve_left,False,True,True,True,True,True,False,swerve_right,544,2
swerve_left,False,True,True,True,True,True,False,change_to_left,544,3
swerve_left,False,True,True,True,True,True,False,swerve_left,544,4
swerve_left,False,False,False,False,False,False,True,keep,545,1
swerve_left,False,False,False,False,False,False,True,swerve_right,545,2
swerve_left,False,False,False,False,False,False,True,change_to_left,545,3
swerve_left,False,False,False,False,False,False,True,change_to_right,545,3
swerve_left,False,False,False,False,False,False,True,cruise,545,3
swerve_left,False,False,False,False,False,False,True,swerve_left,545,4
